ORDER_NUMBER,QUANTITY_ORDERED,PRICE EACH,SALES,ORDER_DATE,STATUS,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMER_NAME,PHONE,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,POSTALCODE
"10,288",31,100,3822.92,9/1/2004 0:00,Shipped,9,2004,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium,69045
"10,304",24,100,2440.8,10/11/2004 0:00,Shipped,10,2004,Vintage Cars,127,S18_2325,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Small,78000
"10,312",31,100,4729.36,10/21/2004 0:00,Shipped,10,2004,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,322",50,100,12536.5,11/4/2004 0:00,Shipped,11,2004,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Large,62005
"10,332",35,64.69,2264.15,11/17/2004 0:00,Shipped,11,2004,Vintage Cars,127,S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,EC2 5NT
"10,344",30,100,3928.2,11/25/2004 0:00,Shipped,11,2004,Vintage Cars,127,S18_2325,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,France,Lebihan,Laurence,Medium,13008
"10,356",29,100,3630.22,12/9/2004 0:00,Shipped,12,2004,Vintage Cars,127,S18_2325,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Medium,75508
"10,367",27,100,4196.07,1/12/2005 0:00,Resolved,1,2005,Vintage Cars,127,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,90003
"10,380",40,100,4931.6,2/16/2005 0:00,Shipped,2,2005,Vintage Cars,127,S18_2325,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,390",31,98.99,3068.69,3/4/2005 0:00,Shipped,3,2005,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,409",6,100,785.64,4/23/2005 0:00,Shipped,4,2005,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,69045
"10,420",45,100,4977,5/29/2005 0:00,In Process,5,2005,Vintage Cars,127,S18_2325,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Medium,2067
"10,103",22,54.09,1189.98,1/29/2003 0:00,Shipped,1,2003,Trucks and Buses,60,S18_2432,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small,4110
"10,114",45,68.67,3090.15,4/1/2003 0:00,Shipped,4,2003,Trucks and Buses,60,S18_2432,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,75012
"10,126",43,65.02,2795.86,5/28/2003 0:00,Shipped,5,2003,Trucks and Buses,60,S18_2432,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Small,28023
"10,140",46,61.99,2851.54,7/24/2003 0:00,Shipped,7,2003,Trucks and Buses,60,S18_2432,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,94217
"10,151",39,69.28,2701.92,9/21/2003 0:00,Shipped,9,2003,Trucks and Buses,60,S18_2432,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Small,90110
"10,165",31,71.1,2204.1,10/22/2003 0:00,Shipped,10,2003,Trucks and Buses,60,S18_2432,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,79903
"10,175",41,69.28,2840.48,11/6/2003 0:00,Shipped,11,2003,Trucks and Buses,60,S18_2432,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,UK,Brown,Ann,Small,WX3 6FW
"10,184",44,60.16,2647.04,11/14/2003 0:00,Shipped,11,2003,Trucks and Buses,60,S18_2432,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Small,41101
"10,194",45,70.49,3172.05,11/25/2003 0:00,Shipped,11,2003,Trucks and Buses,60,S18_2432,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,69004
"10,207",37,69.89,2585.93,12/9/2003 0:00,Shipped,12,2003,Trucks and Buses,60,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Small,51003
"10,217",35,61.38,2148.3,2/4/2004 0:00,Shipped,2,2004,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,69045
"10,229",28,59.55,1667.4,3/11/2004 0:00,Shipped,3,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,246",30,61.99,1859.7,5/5/2004 0:00,Shipped,5,2004,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,259",30,49.22,1476.6,6/15/2004 0:00,Shipped,6,2004,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Small,69045
"10,271",25,69.28,1732,7/20/2004 0:00,Shipped,7,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,281",29,57.73,1674.17,8/19/2004 0:00,Shipped,8,2004,Trucks and Buses,60,S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,70267
"10,291",26,57.73,1500.98,9/8/2004 0:00,Shipped,9,2004,Trucks and Buses,60,S18_2432,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Sweden,Larsson,Maria,Small,S-844 67
"10,305",41,53.48,2192.68,10/13/2004 0:00,Shipped,10,2004,Trucks and Buses,60,S18_2432,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Small,51247
"10,313",34,52.87,1797.58,10/22/2004 0:00,Shipped,10,2004,Trucks and Buses,60,S18_2432,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,Canada,Tannamuri,Yoshi,Small,V3F 2K1
"10,322",35,61.21,2142.35,11/4/2004 0:00,Shipped,11,2004,Trucks and Buses,60,S18_2432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Small,62005
"10,334",34,61.38,2086.92,11/19/2004 0:00,On Hold,11,2004,Trucks and Buses,60,S18_2432,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Sweden,Berglund,Christina,Small,S-958 22
"10,347",50,100,6834.5,11/29/2004 0:00,Shipped,11,2004,Trucks and Buses,60,S18_2432,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,3004
"10,357",41,61.99,2541.59,12/10/2004 0:00,Shipped,12,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,370",22,96.86,2130.92,1/20/2005 0:00,Shipped,1,2005,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,2060
"10,381",35,48.62,1701.7,2/17/2005 0:00,Shipped,2,2005,Trucks and Buses,60,S18_2432,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Small,
"10,391",44,38.5,1694,3/9/2005 0:00,Shipped,3,2005,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Small,2060
"10,412",47,61.99,2913.53,5/3/2005 0:00,Shipped,5,2005,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,425",19,49.22,935.18,5/31/2005 0:00,In Process,5,2005,Trucks and Buses,60,S18_2432,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,44000
"10,106",34,90.39,3073.26,2/17/2003 0:00,Shipped,2,2003,Planes,84,S18_2581,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,24100
"10,120",29,71.81,2082.49,4/29/2003 0:00,Shipped,4,2003,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,3004
"10,133",49,69.27,3394.23,6/27/2003 0:00,Shipped,6,2003,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,145",30,85.32,2559.6,8/25/2003 0:00,Shipped,8,2003,Planes,84,S18_2581,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small,90003
"10,168",21,70.96,1490.16,10/28/2003 0:00,Shipped,10,2003,Planes,84,S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,94217
"10,210",50,76.88,3844,1/12/2004 0:00,Shipped,1,2004,Planes,84,S18_2581,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Medium,530-0003
"10,223",47,100,4724.91,2/20/2004 0:00,Shipped,2,2004,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,3004
"10,235",24,76.03,1824.72,4/2/2004 0:00,Shipped,4,2004,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,T2F 8M4
"10,250",27,98.84,2668.68,5/11/2004 0:00,Shipped,5,2004,Planes,84,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,94217
"10,263",33,86.17,2843.61,6/28/2004 0:00,Shipped,6,2004,Planes,84,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,97562
"10,275",35,90.39,3163.65,7/23/2004 0:00,Shipped,7,2004,Planes,84,S18_2581,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,44000
"10,284",31,71.81,2226.11,8/21/2004 0:00,Shipped,8,2004,Planes,84,S18_2581,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,N 0106
"10,297",25,82.79,2069.75,9/16/2004 0:00,Shipped,9,2004,Planes,84,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Small,2
"10,308",27,82.79,2235.33,10/15/2004 0:00,Shipped,10,2004,Planes,84,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,24067
"10,318",31,100,3116.43,11/2/2004 0:00,Shipped,11,2004,Planes,84,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,USA,Yu,Kyung,Medium,70267
"10,327",45,100,4781.7,11/10/2004 0:00,Resolved,11,2004,Planes,84,S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Medium,1734
"10,339",27,100,2810.7,11/23/2004 0:00,Shipped,11,2004,Planes,84,S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,106-0032
"10,353",27,100,3515.67,12/4/2004 0:00,Shipped,12,2004,Planes,84,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,97561
"10,374",42,69.27,2909.34,2/2/2005 0:00,Shipped,2,2005,Planes,84,S18_2581,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Small,4101
"10,386",21,74.77,1570.17,3/1/2005 0:00,Resolved,3,2005,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,398",34,76.88,2613.92,3/30/2005 0:00,Shipped,3,2005,Planes,84,S18_2581,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,51100
"10,401",42,76.03,3193.26,4/3/2005 0:00,On Hold,4,2005,Planes,84,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,USA,Brown,William,Medium,94019
"10,416",15,98.84,1482.6,5/10/2005 0:00,Shipped,5,2005,Planes,84,S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,42100
"10,107",29,70.87,2055.23,2/24/2003 0:00,Shipped,2,2003,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,10022
"10,120",46,58.15,2674.9,4/29/2003 0:00,Shipped,4,2003,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,3004
"10,134",30,61.78,1853.4,7/1/2003 0:00,Shipped,7,2003,Motorcycles,60,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Small,75508
"10,145",30,49.67,1490.1,8/25/2003 0:00,Shipped,8,2003,Motorcycles,60,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Small,90003
"10,159",42,51.48,2162.16,10/10/2003 0:00,Shipped,10,2003,Motorcycles,60,S18_2625,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Small,
"10,168",46,61.18,2814.28,10/28/2003 0:00,Shipped,10,2003,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,94217
"10,180",25,64.2,1605,11/11/2003 0:00,Shipped,11,2003,Motorcycles,60,S18_2625,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,France,Rance,Martine,Small,59000
"10,188",32,65.42,2093.44,11/18/2003 0:00,Shipped,11,2003,Motorcycles,60,S18_2625,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Small,N 5804
"10,201",30,64.81,1944.3,12/1/2003 0:00,Shipped,12,2003,Motorcycles,60,S18_2625,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,USA,Murphy,Julie,Small,
"10,210",40,49.67,1986.8,1/12/2004 0:00,Shipped,1,2004,Motorcycles,60,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary,Mory,Small,530-0003
"10,223",28,60.57,1695.96,2/20/2004 0:00,Shipped,2,2004,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Small,3004
"10,236",23,55.72,1281.56,4/3/2004 0:00,Shipped,4,2004,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Small,71270
"10,251",29,61.18,1774.22,5/18/2004 0:00,Shipped,5,2004,Motorcycles,60,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,USA,Brown,William,Small,94019
"10,263",34,58.75,1997.5,6/28/2004 0:00,Shipped,6,2004,Motorcycles,60,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Small,97562
"10,275",37,63.6,2353.2,7/23/2004 0:00,Shipped,7,2004,Motorcycles,60,S18_2625,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,44000
"10,285",20,49.06,981.2,8/27/2004 0:00,Shipped,8,2004,Motorcycles,60,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Small,51247
"10,298",32,48.46,1550.72,9/27/2004 0:00,Shipped,9,2004,Motorcycles,60,S18_2625,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,France,Schmitt,Carine,Small,44000
"10,308",34,52.09,1771.06,10/15/2004 0:00,Shipped,10,2004,Motorcycles,60,S18_2625,Mini Classics,9145554562,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,24067
"10,318",42,52.7,2213.4,11/2/2004 0:00,Shipped,11,2004,Motorcycles,60,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,70267
"10,329",38,100,5266.04,11/15/2004 0:00,Shipped,11,2004,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium,10022
"10,339",30,62.16,1864.8,11/23/2004 0:00,Shipped,11,2004,Motorcycles,60,S18_2625,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,106-0032
"10,362",23,49.67,1142.41,1/5/2005 0:00,Shipped,1,2005,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,USA,Hirano,Juri,Small,94217
"10,374",22,53.3,1172.6,2/2/2005 0:00,Shipped,2,2005,Motorcycles,60,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Australia,Calaghan,Tony,Small,4101
"10,389",39,100,6981,3/3/2005 0:00,Shipped,3,2005,Motorcycles,60,S18_2625,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,S-844 67
"10,402",55,55.72,3064.6,4/7/2005 0:00,Shipped,4,2005,Motorcycles,60,S18_2625,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,75016
"10,417",36,61.18,2202.48,5/13/2005 0:00,Disputed,5,2005,Motorcycles,60,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,101",26,100,3773.38,1/9/2003 0:00,Shipped,1,2003,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium,60528
"10,110",31,100,5074.39,3/18/2003 0:00,Shipped,3,2003,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Medium,EC2 5NT
"10,125",34,100,6483.46,5/21/2003 0:00,Shipped,5,2003,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,3004
"10,139",41,100,7956.46,7/16/2003 0:00,Shipped,7,2003,Vintage Cars,168,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Large,2067
"10,149",23,100,4230.62,9/12/2003 0:00,Shipped,9,2003,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,USA,Taylor,Sue,Medium,94217
"10,162",48,100,7209.12,10/18/2003 0:00,Shipped,10,2003,Vintage Cars,168,S18_2795,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Large,
"10,173",22,100,3452.68,11/5/2003 0:00,Shipped,11,2003,Vintage Cars,168,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,24100
"10,182",21,100,3047.73,11/12/2003 0:00,Shipped,11,2003,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,193",22,100,3675.32,11/21/2003 0:00,Shipped,11,2003,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Australia,Connery,Sean,Medium,3150
"10,205",40,100,7492.4,12/3/2003 0:00,Shipped,12,2003,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Large,28034
"10,214",50,100,9534.5,1/26/2004 0:00,Shipped,1,2004,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,Spain,Sommer,Mart¡n,Large,28023
"10,227",29,100,5579.02,3/2/2004 0:00,Shipped,3,2004,Vintage Cars,168,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Medium,69004
"10,244",43,100,5950.34,4/29/2004 0:00,Shipped,4,2004,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,255",24,100,3726,6/4/2004 0:00,Shipped,6,2004,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,France,Citeaux,Frederique,Medium,67000
"10,280",22,100,4455,8/17/2004 0:00,Shipped,8,2004,Vintage Cars,168,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,Italy,Accorti,Paolo,Medium,10100
"10,289",43,100,8272.34,9/3/2004 0:00,Shipped,9,2004,Vintage Cars,168,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Large,N 5804
"10,304",20,100,3577.6,10/11/2004 0:00,Shipped,10,2004,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,France,Tonini,Daniel,Medium,78000
"10,312",25,100,3881.25,10/21/2004 0:00,Shipped,10,2004,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,322",36,100,5797.44,11/4/2004 0:00,Shipped,11,2004,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium,62005
"10,332",24,52.67,1264.08,11/17/2004 0:00,Shipped,11,2004,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,EC2 5NT
"10,347",21,100,4815.3,11/29/2004 0:00,Shipped,11,2004,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,3004
"10,356",30,100,4462.2,12/9/2004 0:00,Shipped,12,2004,Vintage Cars,168,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Medium,75508
"10,367",32,94.79,3033.28,1/12/2005 0:00,Resolved,1,2005,Vintage Cars,168,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,90003
"10,380",21,47.18,990.78,2/16/2005 0:00,Shipped,2,2005,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,390",26,78.11,2030.86,3/4/2005 0:00,Shipped,3,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,421",35,100,5433.75,5/29/2005 0:00,In Process,5,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,109",26,100,3157.44,3/10/2003 0:00,Shipped,3,2003,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium,71270
"10,123",46,100,5161.2,5/20/2003 0:00,Shipped,5,2003,Classic Cars,132,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,France,Schmitt,Carine,Medium,44000
"10,137",37,100,4346.76,7/10/2003 0:00,Shipped,7,2003,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,51100
"10,148",27,100,3528.36,9/11/2003 0:00,Shipped,9,2003,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,2060
"10,161",23,100,3187.8,10/17/2003 0:00,Shipped,10,2003,Classic Cars,132,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium,8200
"10,172",39,100,6023.16,11/5/2003 0:00,Shipped,11,2003,Classic Cars,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Medium,97562
"10,181",27,100,3884.76,11/12/2003 0:00,Shipped,11,2003,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan,Veysel,Medium,N 5804
"10,192",38,100,4965.84,11/20/2003 0:00,Shipped,11,2003,Classic Cars,132,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,USA,Young,Valarie,Medium,62005
"10,204",27,100,4169.88,12/2/2003 0:00,Shipped,12,2003,Classic Cars,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,10022
